key,en,es,fr,zh,hi,ko
slide4_kicker,Community & stories,Comunidad e historias,Communauté et témoignages,社区与故事,समुदाय और कहानियां,커뮤니티와 이야기
slide4_title,Support groups & testimonials,Grupos de apoyo y testimonios,Groupes de soutien et témoignages,互助小组与见证,सहायता समूह और प्रशंसापत्र,지지 그룹 및 후기
testimonial_1,"MindBalance helped me understand my anxiety and build a routine that actually works. The tools are simple, but they made a big difference.","MindBalance me ayudó a entender mi ansiedad y construir una rutina que realmente funciona. Las herramientas son simples, pero hicieron una gran diferencia.","MindBalance m'a aidé à comprendre mon anxiété et à construire une routine qui fonctionne vraiment. Les outils sont simples, mais ils ont fait une grande différence.",MindBalance帮助我理解了我的焦虑，并建立了一个真正有效的日常。这些工具很简单，但产生了很大的影响。,"MindBalance ने मुझे मेरी चिंता को समझने और एक ऐसी दिनचर्या बनाने में मदद की जो वास्तव में काम करती है। उपकरण सरल हैं, लेकिन उन्होंने बड़ा अंतर किया।",MindBalance는 제 불안을 이해하고 실제로 효과가 있는 루틴을 만드는 데 도움이 되었습니다. 도구는 간단하지만 큰 차이를 만들었습니다.
testimonial_10,I appreciate how the site explains symptoms and when to seek help. It's informative without being scary.,Aprecio cómo el sitio explica los síntomas y cuándo buscar ayuda. Es informativo sin ser aterrador.,J'apprécie comment le site explique les symptômes et quand chercher de l'aide. C'est informatif sans être effrayant.,我欣赏网站解释症状和何时寻求帮助的方式。它提供信息但不令人恐惧。,मैं सराहना करता हूं कि साइट लक्षणों और कब मदद लेनी है यह कैसे समझाती है। यह डरावना हुए बिना जानकारीपूर्ण है।,사이트가 증상과 도움을 받아야 할 때를 설명하는 방식이 마음에 듭니다. 무섭지 않으면서 정보를 제공합니다.
testimonial_11,"MindBalance helped me identify burnout and build healthier boundaries. The suggestions felt realistic, not preachy.","MindBalance me ayudó a identificar el agotamiento y construir límites más saludables. Las sugerencias se sintieron realistas, no sermoneadoras.","MindBalance m'a aidé à identifier l'épuisement professionnel et à construire des limites plus saines. Les suggestions semblaient réalistes, pas moralisatrices.",MindBalance帮助我识别倦怠并建立更健康的界限。建议感觉很实际，不说教。,"MindBalance ने मुझे बर्नआउट की पहचान करने और स्वस्थ सीमाएं बनाने में मदद की। सुझाव यथार्थवादी लगे, उपदेशात्मक नहीं।",MindBalance가 번아웃을 인식하고 더 건강한 경계를 설정하는 데 도움이 되었습니다. 제안이 현실적이었고 설교하는 느낌이 아니었습니다.
testimonial_12,The site gave me a clear list of options for support and what to expect. It made reaching out feel less intimidating.,El sitio me dio una lista clara de opciones de apoyo y qué esperar. Hizo que contactar se sintiera menos intimidante.,Le site m'a donné une liste claire d'options de soutien et à quoi m'attendre. Cela a rendu le contact moins intimidant.,网站给了我一份清晰的支持选项列表以及可以期待什么。它让寻求帮助变得不那么令人生畏。,साइट ने मुझे समर्थन विकल्पों की एक स्पष्ट सूची दी और क्या उम्मीद करें। इसने संपर्क करना कम डरावना बना दिया।,사이트가 지원 옵션과 기대할 수 있는 것에 대한 명확한 목록을 제공했습니다. 연락하는 것이 덜 두렵게 느껴졌습니다.
testimonial_2,The resource library made it easier to learn what my teen was experiencing. It gave us a better way to talk without judgment.,La biblioteca de recursos facilitó aprender lo que mi adolescente estaba experimentando. Nos dio una mejor manera de hablar sin juzgar.,La bibliothèque de ressources a facilité l'apprentissage de ce que mon adolescent vivait. Cela nous a donné une meilleure façon de parler sans jugement.,资源库让我更容易了解我青少年孩子正在经历的事情。它给了我们一种不带评判的更好交流方式。,संसाधन पुस्तकालय ने मेरे किशोर बच्चे को जो अनुभव हो रहा था उसे समझना आसान बना दिया। इसने हमें बिना निर्णय के बात करने का एक बेहतर तरीका दिया।,자료실 덕분에 제 십대 자녀가 겪고 있는 것을 더 쉽게 이해할 수 있었습니다. 판단 없이 대화할 수 있는 더 나은 방법을 찾았습니다.
testimonial_3,"I used the coping skills section during a really hard week. It didn't ""fix everything,"" but it helped me feel grounded again.","Usé la sección de habilidades de afrontamiento durante una semana muy difícil. No ""arregló todo"", pero me ayudó a sentirme centrado de nuevo.","J'ai utilisé la section des compétences d'adaptation pendant une semaine vraiment difficile. Cela n'a pas ""tout réglé"", mais cela m'a aidé à me sentir ancré à nouveau.",在非常艰难的一周里，我使用了应对技能部分。它没有'解决所有问题'，但帮助我重新感到踏实。,"मैंने एक वास्तव में कठिन सप्ताह के दौरान मुकाबला कौशल अनुभाग का उपयोग किया। इसने ""सब कुछ ठीक"" नहीं किया, लेकिन इसने मुझे फिर से जमीन पर महसूस करने में मदद की।","정말 힘든 한 주 동안 대처 기술 섹션을 사용했습니다. ""모든 것을 해결""하지는 않았지만 다시 안정감을 느끼는 데 도움이 되었습니다."
testimonial_4,The self-check tools and education pages helped me recognize depression symptoms early and get support sooner.,Las herramientas de autoevaluación y las páginas educativas me ayudaron a reconocer los síntomas de depresión temprano y obtener apoyo antes.,Les outils d'auto-évaluation et les pages éducatives m'ont aidé à reconnaître les symptômes de dépression tôt et à obtenir du soutien plus rapidement.,自我检测工具和教育页面帮助我早期识别抑郁症状并更快获得支持。,आत्म-जांच उपकरणों और शिक्षा पृष्ठों ने मुझे जल्दी अवसाद के लक्षणों को पहचानने और जल्द समर्थन प्राप्त करने में मदद की।,자가 점검 도구와 교육 페이지가 우울증 증상을 조기에 인식하고 더 빨리 지원을 받는 데 도움이 되었습니다.
testimonial_5,I learned how to support a friend dealing with panic attacks. MindBalance made the steps clear and respectful.,Aprendí cómo apoyar a un amigo que lidiaba con ataques de pánico. MindBalance hizo los pasos claros y respetuosos.,J'ai appris comment soutenir un ami confronté à des crises de panique. MindBalance a rendu les étapes claires et respectueuses.,我学会了如何支持一个正在应对恐慌发作的朋友。MindBalance使步骤清晰且尊重人。,मैंने सीखा कि पैनिक अटैक से जूझ रहे दोस्त का समर्थन कैसे करें। MindBalance ने कदमों को स्पष्ट और सम्मानजनक बना दिया।,공황 발작을 겪는 친구를 어떻게 도울 수 있는지 배웠습니다. MindBalance가 단계를 명확하고 존중하는 방식으로 알려주었습니다.
testimonial_6,"The ""what it is / what it isn't"" explanations helped me understand OCD better. It stopped me from feeling alone.","Las explicaciones de ""qué es / qué no es"" me ayudaron a entender mejor el TOC. Me hizo dejar de sentirme solo.","Les explications ""ce que c'est / ce que ce n'est pas"" m'ont aidé à mieux comprendre le TOC. Cela m'a empêché de me sentir seul.",'是什么/不是什么'的解释帮助我更好地理解强迫症。它让我不再感到孤独。,"""यह क्या है / यह क्या नहीं है"" स्पष्टीकरण ने मुझे OCD को बेहतर समझने में मदद की। इसने मुझे अकेला महसूस करना बंद कर दिया।","""무엇인지 / 무엇이 아닌지"" 설명이 강박장애를 더 잘 이해하는 데 도움이 되었습니다. 혼자라는 느낌이 사라졌습니다."
testimonial_7,The library and guidance pages gave me a starting point for PTSD resources. It's organized and easy to navigate.,La biblioteca y las páginas de orientación me dieron un punto de partida para recursos de TEPT. Está organizado y es fácil de navegar.,La bibliothèque et les pages de conseils m'ont donné un point de départ pour les ressources sur le TSPT. C'est organisé et facile à naviguer.,资源库和指导页面为我提供了PTSD资源的起点。它组织有序，易于浏览。,पुस्तकालय और मार्गदर्शन पृष्ठों ने मुझे PTSD संसाधनों के लिए एक शुरुआती बिंदु दिया। यह व्यवस्थित और नेविगेट करने में आसान है।,자료실과 안내 페이지가 외상후스트레스장애 자료의 출발점을 제공해 주었습니다. 체계적이고 탐색하기 쉽습니다.
testimonial_8,"The coping strategies are practical. I used them for social anxiety before presentations, and it helped me stay calm.","Las estrategias de afrontamiento son prácticas. Las usé para la ansiedad social antes de presentaciones, y me ayudó a mantenerme calmado.","Les stratégies d'adaptation sont pratiques. Je les ai utilisées pour l'anxiété sociale avant les présentations, et cela m'a aidé à rester calme.",应对策略很实用。我在演讲前用它们来应对社交焦虑，这帮助我保持冷静。,"मुकाबला रणनीतियाँ व्यावहारिक हैं। मैंने प्रस्तुतियों से पहले सामाजिक चिंता के लिए उनका उपयोग किया, और इसने मुझे शांत रहने में मदद की।","대처 전략이 실용적입니다. 발표 전 사회불안에 사용했고, 침착함을 유지하는 데 도움이 되었습니다."
